ProviderNbr,NpiNbr,FirstName,LastName,Email,Prefix,FTE,ProviderCategory,SpecialityCode
216773,187706472,Theresa,Mcbride,theresa.mcbride@datacourse.com,Dr.,0.8,Physical Medicine & Rehabilitation,25
216780,187717730,Emma,Ramirez,emma.ramirez@datacourse.com,Dr.,1.0,Internal Medicine,11
216782,187701870,Lisa,Glover,lisa.glover@datacourse.com,Dr.,0.26,Internal Medicine,11
216785,187714610,Donald,Patrick,donald.patrick@datacourse.com,Dr.,1.0,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216787,187711360,Justin,Schultz,justin.schultz@datacourse.com,Dr.,0.78,Internal Medicine,11
216791,187717522,Lynn,Calderon,lynn.calderon@datacourse.com,Dr.,1.0,Obstetrics & Gynecology,16
216798,187707616,Heather,Barajas,heather.barajas@datacourse.com,Dr.,1.0,Pediatrics,37
216799,187723320,Robert,Galloway,robert.galloway@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216800,187720070,Daniel,Reynolds,daniel.reynolds@datacourse.com,Dr.,0.63,Surgery - Vascular Surgery,77
216805,187709072,Julie,Maxwell,julie.maxwell@datacourse.com,Dr.,0.6,Surgery,2
216806,187717678,Scott,Avila,scott.avila@datacourse.com,Dr.,0.16,Orthopaedic Surgery,20
216813,187711230,Joseph,Ray,joseph.ray@datacourse.com,Dr.,1.0,Family Medicine,8
216814,187704834,Taylor,Zamora,taylor.zamora@datacourse.com,Dr.,0.3,Surgery - Vascular Surgery,77
216816,187704002,Derek,Shannon,derek.shannon@datacourse.com,Dr.,0.85,Surgery,2
216819,187721058,Rachel,Howard,rachel.howard@datacourse.com,Dr.,0.85,Pathology,22
216820,187702442,Rachel,Beasley,rachel.beasley@datacourse.com,Dr.,1.0,Internal Medicine,11
216823,187722696,Michelle,Cantrell,michelle.cantrell@datacourse.com,Dr.,0.4,Pathology,22
216824,187703352,Todd,Moore,todd.moore@datacourse.com,Dr.,0.68,Emergency Medicine,93
216826,187706654,Edward,Hughes,edward.hughes@datacourse.com,Dr.,0.7,Internal Medicine,11
216827,187701142,Joseph,Wolfe,joseph.wolfe@datacourse.com,Dr.,0.38,Orthopaedic Surgery,20
216828,187716274,William,Nicholson,william.nicholson@datacourse.com,Dr.,1.0,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216829,187719004,Kevin,Parsons,kevin.parsons@datacourse.com,Dr.,0.5,Diagnostic Radiology,30
216832,187723086,Megan,Murphy,megan.murphy@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216834,187716976,Terri,Whitney,terri.whitney@datacourse.com,Dr.,1.0,Neurological Surgery,14
216836,187703950,Annette,Kramer,annette.kramer@datacourse.com,Dr.,0.6,Pediatrics,37
216840,187708344,Cassidy,Jarvis,cassidy.jarvis@datacourse.com,Dr.,1.0,Physical Medicine & Rehabilitation,25
216842,187717262,Robert,Mueller,robert.mueller@datacourse.com,Dr.,0.6,Pediatrics,37
216844,187721448,Thomas,Watkins,thomas.watkins@datacourse.com,Dr.,1.0,Family Medicine,8
216850,187713102,Lisa,Pearson,lisa.pearson@datacourse.com,Dr.,1.0,Internal Medicine,11
216854,187702364,Adam,Rivers,adam.rivers@datacourse.com,Dr.,1.0,Diagnostic Radiology,30
216856,187714454,Latasha,Burnett,latasha.burnett@datacourse.com,Dr.,0.6,Emergency Medicine,93
216858,187701480,Charles,Wolf,charles.wolf@datacourse.com,Dr.,0.4,Internal Medicine,11
216862,187700622,Anna,Mejia,anna.mejia@datacourse.com,Dr.,1.0,Internal Medicine,11
216863,187719394,Justin,Carson,justin.carson@datacourse.com,Dr.,1.0,Surgery,2
216864,187705224,Ricky,Shah,ricky.shah@datacourse.com,Dr.,0.2,Surgery,2
216867,187711386,Allison,Mcgrath,allison.mcgrath@datacourse.com,Dr.,0.95,Emergency Medicine,93
216869,187720434,David,Suarez,david.suarez@datacourse.com,Dr.,0.9,Obstetrics & Gynecology,16
216871,187705952,Dana,Eaton,dana.eaton@datacourse.com,Dr.,0.88,Pediatrics,37
216872,187707850,Anthony,Mack,anthony.mack@datacourse.com,Dr.,1.0,Internal Medicine,11
216873,187708214,Colleen,Burke,colleen.burke@datacourse.com,Dr.,0.9,Surgery,2
216874,187705614,Mary,Robles,mary.robles@datacourse.com,Dr.,0.92,Internal Medicine,11
216875,187709982,Sarah,Bowers,sarah.bowers@datacourse.com,Dr.,0.6,Internal Medicine,11
216877,187724048,Samuel,Bennett,samuel.bennett@datacourse.com,Dr.,0.95,Internal Medicine,11
216880,187708656,Tyler,Simon,tyler.simon@datacourse.com,Dr.,1.0,Family Medicine,8
216883,187713128,Blake,Keller,blake.keller@datacourse.com,Dr.,0.8,Pathology,22
216886,187703222,Peter,Pham,peter.pham@datacourse.com,Dr.,1.0,Pediatrics,37
216887,187721942,Nancy,Wu,nancy.wu@datacourse.com,Dr.,0.4,Pediatrics,37
216888,187708604,Mark,Hudson,mark.hudson@datacourse.com,Dr.,0.6,Family Medicine,8
216889,187700388,James,Huff,james.huff@datacourse.com,Dr.,0.4,Thoracic Surgery (Cardiothoracic Vascular Surgery),33
216893,187703664,Ryan,Pugh,ryan.pugh@datacourse.com,Dr.,0.6,Pathology,22
216894,187704938,Christian,Mcmahon,christian.mcmahon@datacourse.com,Dr.,0.8,Family Medicine,8
216896,187710034,Melanie,Waller,melanie.waller@datacourse.com,Dr.,0.6,Internal Medicine,11
216897,187701064,Victoria,Branch,victoria.branch@datacourse.com,Dr.,0.7,Internal Medicine,11
216898,187706316,Katrina,Bishop,katrina.bishop@datacourse.com,Dr.,0.7,Family Medicine,8
216900,187703300,Joseph,Price,joseph.price@datacourse.com,Dr.,0.94,Internal Medicine,11
216902,187712088,Cameron,Mclaughlin,cameron.mclaughlin@datacourse.com,Dr.,1.0,Internal Medicine,11
216903,187709436,Ashley,Duarte,ashley.duarte@datacourse.com,Dr.,0.8,Family Medicine,8
216904,187722046,Anna,Moran,anna.moran@datacourse.com,Dr.,0.75,Diagnostic Radiology,30
216907,187716352,Wendy,Allison,wendy.allison@datacourse.com,Dr.,0.95,Pathology,22
216908,187714168,Cynthia,Chandler,cynthia.chandler@datacourse.com,Dr.,1.0,Internal Medicine,11
216909,187710658,David,Chang,david.chang@datacourse.com,Dr.,1.0,Nuclear Medicine,36
216911,187724256,Steven,Wall,steven.wall@datacourse.com,Dr.,0.8,Family Medicine,8
216913,187718042,Brittany,Valentine,brittany.valentine@datacourse.com,Dr.,0.75,Family Medicine,8
216915,187722670,Robert,Patterson,robert.patterson@datacourse.com,Dr.,0.78,Internal Medicine,11
216916,187724230,Rodney,Larsen,rodney.larsen@datacourse.com,Dr.,1.0,Family Medicine,8
216918,187711308,Robert,Robertson,robert.robertson@datacourse.com,Dr.,0.6,Family Medicine,8
216919,187704314,Jesse,Bradford,jesse.bradford@datacourse.com,Dr.,0.53,Family Medicine,8
216922,187702988,Willie,Ball,willie.ball@datacourse.com,Dr.,0.9,Obstetrics & Gynecology,16
216923,187723892,Chad,Ewing,chad.ewing@datacourse.com,Dr.,0.95,Diagnostic Radiology,30
216924,187709150,Jeffrey,Robbins,jeffrey.robbins@datacourse.com,Dr.,1.0,Internal Medicine,11
216926,187707720,Nicole,Washington,nicole.washington@datacourse.com,Dr.,0.97,Obstetrics & Gynecology,16
216928,187708266,Luis,Roberts,luis.roberts@datacourse.com,Dr.,0.6,Pediatrics,37
216930,187705640,Crystal,Shea,crystal.shea@datacourse.com,Dr.,0.85,Diagnostic Radiology,30
216934,187714506,Michelle,Owen,michelle.owen@datacourse.com,Dr.,0.8,Diagnostic Radiology,30
216935,187705276,Trevor,Walker,trevor.walker@datacourse.com,Dr.,0.76,Diagnostic Radiology,30
216937,187720798,Cheryl,Love,cheryl.love@datacourse.com,Dr.,0.92,Internal Medicine,11
216943,187701766,Carrie,Huerta,carrie.huerta@datacourse.com,Dr.,1.0,Family Medicine,8
216945,187707980,Crystal,Barton,crystal.barton@datacourse.com,Dr.,1.0,Family Medicine,8
216950,187714766,Ariel,Abbott,ariel.abbott@datacourse.com,Dr.,0.9,Pediatrics,37
216998,187703014,Brenda,Bender,brenda.bender@datacourse.com,Dr.,0.17,Internal Medicine,11
217022,187708162,Elizabeth,Kim,elizabeth.kim@datacourse.com,Dr.,0.44,Psychologist,68
217038,187712348,John,White,john.white@datacourse.com,Dr.,0.49,Psychologist,68
217072,187717626,Thomas,Frederick,thomas.frederick@datacourse.com,Dr.,0.2,Physical Medicine & Rehabilitation,25
217089,187718692,Joshua,Jimenez,joshua.jimenez@datacourse.com,Dr.,0.4,Obstetrics & Gynecology,16
217113,187717366,Mitchell,Carrillo,mitchell.carrillo@datacourse.com,Dr.,0.35,Pediatrics,37
217122,187700674,Cynthia,Choi,cynthia.choi@datacourse.com,Dr.,0.7,Obstetrics & Gynecology,16
217130,187711568,Brian,Carter,brian.carter@datacourse.com,Dr.,0.06,Obstetrics & Gynecology,16
217142,187719810,Robert,Sawyer,robert.sawyer@datacourse.com,Dr.,0.4,Diagnostic Radiology,30
217237,187716950,Shannon,Leach,shannon.leach@datacourse.com,Dr.,0.18,Internal Medicine,11
217390,187707096,Dana,Tapia,dana.tapia@datacourse.com,Dr.,0.26,Pediatrics,37
217472,187715156,Jennifer,Patel,jennifer.patel@datacourse.com,Dr.,0.34,Urology,34
218243,187709852,Donna,Pitts,donna.pitts@datacourse.com,Dr.,1.0,Internal Medicine,11
218365,187716872,William,Spencer,william.spencer@datacourse.com,Dr.,0.21,Family Medicine,8
