PatientNbr,RegistrationDate,HealthCardNbr,FirstName,LastName,Email,Gender,DOB,Address1,Address2,City,State,StateCode,Region,Zip
5502501,2021-12-16,21358971,Simon,Kelly,simon.kelly@datacourse.com,Male,1998-05-10,Apt. 495,9866 Taylor Estates,Medina,Ohio,OH,Midwest,44256
5508411,2021-12-16,21384381,Julia,Dickens,julia.dickens@datacourse.com,Female,1958-02-05,Apt. 147,614 Davis Tunnel,Medina,Ohio,OH,Midwest,44256
5524733,2021-12-23,21383996,Diana,Grant,diana.grant@datacourse.com,Female,1945-04-24,Apt. 743,115 Christopher Burgs,Medina,Ohio,OH,Midwest,44256
5664480,2021-12-16,21376191,Leonard,Grant,leonard.grant@datacourse.com,Male,1927-04-12,Apt. 807,56738 Crawford Course,Medina,Ohio,OH,Midwest,44256
4809837,2021-12-17,21359237,Diana,Morrison,diana.morrison@datacourse.com,Female,1975-12-01,Apt. 526,4305 Ayala Lane,Mentor,Ohio,OH,Midwest,44060
5101670,2021-12-17,21387209,Rebecca,Buckland,rebecca.buckland@datacourse.com,Female,1979-08-20,Apt. 052,1967 Rogers Point,Mentor,Ohio,OH,Midwest,44060
5374923,2021-12-18,21365250,Nicholas,Manning,nicholas.manning@datacourse.com,Male,1980-09-20,Apt. 964,0271 Allison Parks,Mentor,Ohio,OH,Midwest,44060
5453028,2021-12-16,21359174,Stewart,Kelly,stewart.kelly@datacourse.com,Male,1974-11-18,Apt. 928,066 Parks Spurs,Mentor,Ohio,OH,Midwest,44060
5500653,2022-01-15,21376807,David,Wilson,david.wilson@datacourse.com,Male,1939-09-09,Apt. 969,1523 David Loop,Mentor,Ohio,OH,Midwest,44060
5506300,2021-12-17,21393474,Piers,Langdon,piers.langdon@datacourse.com,Male,1987-04-01,Suite 008,1147 Robles Plains,Mentor,Ohio,OH,Midwest,44060
5516243,2021-12-18,21376758,Molly,Kerr,molly.kerr@datacourse.com,Female,1965-06-07,Apt. 768,059 Mccormick Orchard,Mentor,Ohio,OH,Midwest,44060
5568401,2022-01-14,21387482,Tracey,Stewart,tracey.stewart@datacourse.com,Female,1986-01-13,Apt. 888,7322 Ernest Shoal,Mentor,Ohio,OH,Midwest,44060
4699669,2022-01-18,21359167,Anna,North,anna.north@datacourse.com,Female,1990-07-11,Apt. 470,04429 Wells Mills,Newark,Ohio,OH,Midwest,7103
4869384,2021-12-18,21372796,Dylan,Ball,dylan.ball@datacourse.com,Male,1949-10-17,Suite 890,8256 Mcgee Ferry,Newark,Ohio,OH,Midwest,7103
5203600,2021-12-19,21368316,Phil,Hudson,phil.hudson@datacourse.com,Male,1915-11-12,Apt. 105,51428 Julie Ferry,Newark,Ohio,OH,Midwest,7103
5395497,2021-12-24,21359391,Andrea,Hamilton,andrea.hamilton@datacourse.com,Female,1918-12-12,Apt. 605,0281 Lindsay Harbors,Newark,Ohio,OH,Midwest,7103
5477211,2021-12-22,21388014,Madeleine,Carr,madeleine.carr@datacourse.com,Female,1959-06-11,Apt. 379,22692 Miller Glens,Newark,Ohio,OH,Midwest,7103
5502345,2021-12-17,21380580,Zoe,Peters,zoe.peters@datacourse.com,Female,1949-04-29,Apt. 630,64859 Chapman Mills,Newark,Ohio,OH,Midwest,7103
5508182,2021-12-13,21386754,Isaac,Peake,isaac.peake@datacourse.com,Male,1964-08-02,Suite 966,9077 Adam Underpass,Newark,Ohio,OH,Midwest,7103
5523511,2021-12-22,21380839,Jane,White,jane.white@datacourse.com,Female,1967-08-24,Suite 305,73285 Lopez Prairie,Newark,Ohio,OH,Midwest,7103
5648303,2021-12-18,21362786,Maria,James,maria.james@datacourse.com,Female,1997-10-26,Suite 717,0491 Martinez Valley,Newark,Ohio,OH,Midwest,7103
4744026,2021-12-19,21367182,Melanie,Campbell,melanie.campbell@datacourse.com,Female,1979-07-06,Suite 386,429 Rowe Plain,Parma,Ohio,OH,Midwest,44134
4946831,2021-12-17,21373699,Michael,Murray,michael.murray@datacourse.com,Male,1963-09-23,Suite 908,9672 Solomon Spur,Parma,Ohio,OH,Midwest,44134
5296830,2021-12-30,21389358,Gabrielle,Mills,gabrielle.mills@datacourse.com,Female,1938-07-31,Suite 330,723 Coleman Burg,Parma,Ohio,OH,Midwest,44134
5420661,2021-12-19,21366860,Tracey,Robertson,tracey.robertson@datacourse.com,Female,1912-09-15,Apt. 154,01131 Matthew Mills,Parma,Ohio,OH,Midwest,44134
5494835,2021-12-19,21382673,Megan,Ellison,megan.ellison@datacourse.com,Female,1921-07-21,Apt. 306,680 Katherine Green,Parma,Ohio,OH,Midwest,44134
5504054,2021-12-13,21393117,Theresa,Hardacre,theresa.hardacre@datacourse.com,Female,1939-08-31,Suite 835,8359 Stephen Canyon,Parma,Ohio,OH,Midwest,44134
5511926,2021-12-16,21393453,Ryan,Hill,ryan.hill@datacourse.com,Male,1965-07-03,Apt. 148,182 Martinez Overpass,Parma,Ohio,OH,Midwest,44134
5537465,2021-12-11,21390926,Harry,Mills,harry.mills@datacourse.com,Male,1917-03-26,Suite 701,32651 John Valleys,Parma,Ohio,OH,Midwest,44134
6167995,2021-12-17,21386747,Samantha,Blake,samantha.blake@datacourse.com,Female,1941-11-08,Suite 074,70481 Porter Prairie,Parma,Ohio,OH,Midwest,44134
4721481,2021-12-16,21367973,Lillian,Hamilton,lillian.hamilton@datacourse.com,Female,1969-05-26,Apt. 787,8406 Cynthia Port,Springfield,Ohio,OH,Midwest,1151
4901363,2021-12-23,21366489,Irene,Randall,irene.randall@datacourse.com,Female,1993-10-19,Apt. 460,34811 Jennings Tunnel,Springfield,Ohio,OH,Midwest,1151
5245736,2021-12-16,21379824,Andrew,Hughes,andrew.hughes@datacourse.com,Male,1974-03-03,Apt. 680,884 Jackson Fords,Springfield,Ohio,OH,Midwest,1151
5407682,2021-12-17,21380657,Julia,Short,julia.short@datacourse.com,Female,1971-10-27,Apt. 908,45234 Andrew Highway,Springfield,Ohio,OH,Midwest,1151
5486573,2021-12-10,21360637,Benjamin,Fisher,benjamin.fisher@datacourse.com,Male,1926-03-01,Suite 645,80668 Robinson Landing,Springfield,Ohio,OH,Midwest,1151
5503035,2021-12-31,21370962,Evan,Slater,evan.slater@datacourse.com,Male,1968-06-20,Suite 640,34817 Chloe Locks,Springfield,Ohio,OH,Midwest,1151
5509770,2021-12-18,21362821,Lucas,Hunter,lucas.hunter@datacourse.com,Male,1959-06-12,Suite 761,532 Ryan Place,Springfield,Ohio,OH,Midwest,1151
5527952,2021-12-23,21374833,Claire,Vance,claire.vance@datacourse.com,Female,1974-12-07,Suite 083,71101 Robertson Fords,Springfield,Ohio,OH,Midwest,1151
5739853,2021-12-13,21381735,Chloe,Jackson,chloe.jackson@datacourse.com,Female,1931-08-11,Apt. 989,12828 Turner Cliffs,Springfield,Ohio,OH,Midwest,1151
4733187,2021-12-15,21358775,Yvonne,Jones,yvonne.jones@datacourse.com,Female,1966-07-12,Apt. 782,907 Jason Track,Toledo,Ohio,OH,Midwest,43615
4923476,2021-12-26,21360147,Deirdre,Fisher,deirdre.fisher@datacourse.com,Female,1912-05-31,Apt. 298,5759 Stewart View,Toledo,Ohio,OH,Midwest,43615
5272510,2021-12-17,21387699,Bernadette,McGrath,bernadette.mcgrath@datacourse.com,Female,1956-03-03,Suite 829,320 Stephen Harbors,Toledo,Ohio,OH,Midwest,43615
5414093,2021-12-12,21370752,Edward,Allan,edward.allan@datacourse.com,Male,1917-01-16,Suite 212,8304 Michael Gateway,Toledo,Ohio,OH,Midwest,43615
5491079,2021-12-17,21382883,Ruth,Vance,ruth.vance@datacourse.com,Female,1980-01-23,Suite 290,668 Eric Drive,Toledo,Ohio,OH,Midwest,43615
5503468,2021-12-16,21362800,Dorothy,MacDonald,dorothy.macdonald@datacourse.com,Female,1910-01-04,Suite 026,917 Morris Inlet,Toledo,Ohio,OH,Midwest,43615
5510699,2021-12-17,21391059,Benjamin,Welch,benjamin.welch@datacourse.com,Male,1915-09-03,Apt. 045,061 Lindsay Stravenue,Toledo,Ohio,OH,Midwest,43615
5530735,2021-12-23,21379292,Lisa,Piper,lisa.piper@datacourse.com,Female,1943-11-21,Apt. 434,10122 Kathryn Isle,Toledo,Ohio,OH,Midwest,43615
5791884,2021-12-16,21368939,Emily,Dyer,emily.dyer@datacourse.com,Female,1983-06-09,Suite 902,32771 Moore Lodge,Toledo,Ohio,OH,Midwest,43615
4781212,2021-12-16,21368750,Faith,Duncan,faith.duncan@datacourse.com,Female,1969-08-15,Apt. 667,295 Roberts Valleys,Troy,Ohio,OH,Midwest,48098
5035540,2021-12-15,21388672,Caroline,Russell,caroline.russell@datacourse.com,Female,1911-02-22,Apt. 799,09244 Nelson Crossing,Troy,Ohio,OH,Midwest,48098
5363125,2021-12-18,21378032,Lily,Paterson,lily.paterson@datacourse.com,Female,1992-04-01,Apt. 199,624 Larry Loop,Troy,Ohio,OH,Midwest,48098
5440018,2021-12-10,21368883,Edward,Tucker,edward.tucker@datacourse.com,Male,1961-02-10,Suite 418,57243 Jesus Mission,Troy,Ohio,OH,Midwest,48098
5500059,2021-12-16,21359202,Ruth,Ellison,ruth.ellison@datacourse.com,Female,1951-03-15,Suite 159,2633 Nicholas Plaza,Troy,Ohio,OH,Midwest,48098
5505447,2021-12-16,21384430,Brandon,Berry,brandon.berry@datacourse.com,Male,1973-02-14,Apt. 545,418 Rose Corner,Troy,Ohio,OH,Midwest,48098
5514630,2021-12-15,21364907,Wanda,Clark,wanda.clark@datacourse.com,Female,1944-04-10,Apt. 444,06132 Carrie Stravenue,Troy,Ohio,OH,Midwest,48098
5551171,2021-12-16,21364732,Angela,Clark,angela.clark@datacourse.com,Female,1961-04-04,Apt. 402,35880 Johnson Lane,Troy,Ohio,OH,Midwest,48098
4801571,2021-12-20,21360784,Sue,MacLeod,sue.macleod@datacourse.com,Female,1996-08-24,Suite 691,64488 Chavez Station,Broken Arrow,Oklahoma,OK,South,74014
5084441,2021-12-18,21375806,Alison,McGrath,alison.mcgrath@datacourse.com,Female,1988-08-19,Suite 941,960 Morrison Inlet,Broken Arrow,Oklahoma,OK,South,74014
5371979,2021-12-30,21390513,Isaac,Ogden,isaac.ogden@datacourse.com,Male,1995-10-14,Apt. 927,12789 Michael Ville,Broken Arrow,Oklahoma,OK,South,74014
5449851,2021-12-16,21365481,Joe,McLean,joe.mclean@datacourse.com,Male,1944-12-17,Apt. 200,3796 Tanya Ways,Broken Arrow,Oklahoma,OK,South,74014
5500488,2021-12-12,21370045,Sonia,Marshall,sonia.marshall@datacourse.com,Female,1973-06-20,Suite 023,245 Christopher Mission,Broken Arrow,Oklahoma,OK,South,74014
5506132,2021-12-16,21385823,Diane,Lee,diane.lee@datacourse.com,Female,1927-12-11,Apt. 258,654 Crosby Pine,Broken Arrow,Oklahoma,OK,South,74014
5515816,2021-12-16,21364207,Brian,Mackenzie,brian.mackenzie@datacourse.com,Male,1968-01-06,Suite 206,9577 Eric Ports,Broken Arrow,Oklahoma,OK,South,74014
5562427,2021-12-16,21373223,Alan,Butler,alan.butler@datacourse.com,Male,1982-09-13,Apt. 049,7097 Tapia Turnpike,Broken Arrow,Oklahoma,OK,South,74014
4700833,2021-12-16,21366622,Anthony,Sanderson,anthony.sanderson@datacourse.com,Male,1961-10-13,Apt. 277,4186 Jackson Parks,Edmond,Oklahoma,OK,South,73013
4869823,2021-12-14,21376576,Lauren,North,lauren.north@datacourse.com,Female,1999-04-30,Apt. 903,882 Williams Hills,Edmond,Oklahoma,OK,South,73013
5204265,2021-12-17,21385942,Samantha,Vance,samantha.vance@datacourse.com,Female,1910-05-12,Suite 924,55795 Joseph Square,Edmond,Oklahoma,OK,South,73013
5395709,2021-12-18,21359118,Piers,Pullman,piers.pullman@datacourse.com,Male,1938-07-09,Apt. 651,190 Tyler Fort,Edmond,Oklahoma,OK,South,73013
5478217,2021-12-13,21390422,Alan,Martin,alan.martin@datacourse.com,Male,1948-01-07,Apt. 848,3454 Rowland Street,Edmond,Oklahoma,OK,South,73013
5502368,2021-12-22,21365614,Michael,Bell,michael.bell@datacourse.com,Male,1993-03-29,Suite 437,51322 Stephanie Rapid,Edmond,Oklahoma,OK,South,73013
5508232,2021-12-17,21361659,Brandon,Hamilton,brandon.hamilton@datacourse.com,Male,1959-03-29,Apt. 704,417 Christopher Corners,Edmond,Oklahoma,OK,South,73013
5523697,2021-12-14,21388735,Boris,Dyer,boris.dyer@datacourse.com,Male,1926-02-03,Suite 467,7141 Spencer Overpass,Edmond,Oklahoma,OK,South,73013
5648985,2021-12-18,21374294,Victor,Hemmings,victor.hemmings@datacourse.com,Male,1977-01-03,Suite 112,121 Allison Trace,Edmond,Oklahoma,OK,South,73013
4809841,2021-12-15,21362065,Lisa,Duncan,lisa.duncan@datacourse.com,Female,1957-10-08,Apt. 006,07745 Cummings Port,Lawton,Oklahoma,OK,South,73501
5101800,2021-12-23,21381847,Katherine,Rampling,katherine.rampling@datacourse.com,Female,1964-08-05,Apt. 433,7713 Moore Light,Lawton,Oklahoma,OK,South,73501
5375080,2021-12-16,21367063,Sally,Bond,sally.bond@datacourse.com,Female,1962-11-16,Apt. 609,4111 Vazquez Courts,Lawton,Oklahoma,OK,South,73501
5453418,2021-12-16,21367434,Michael,Randall,michael.randall@datacourse.com,Male,1931-08-01,Apt. 310,25953 Brenda Mills,Lawton,Oklahoma,OK,South,73501
5500655,2021-12-16,21374287,Gavin,Jones,gavin.jones@datacourse.com,Male,1994-11-07,Suite 246,08135 Kelsey Ways,Lawton,Oklahoma,OK,South,73501
5506329,2021-12-15,21361512,Sebastian,Hodges,sebastian.hodges@datacourse.com,Male,1914-10-17,Apt. 485,83888 Melissa Shoals,Lawton,Oklahoma,OK,South,73501
5516252,2021-12-21,21393306,Michael,Glover,michael.glover@datacourse.com,Male,1919-02-28,Suite 057,791 Kelli Club,Lawton,Oklahoma,OK,South,73501
5568517,2021-12-17,21359937,Jake,Mackay,jake.mackay@datacourse.com,Male,1927-06-22,Apt. 175,88345 Kevin Port,Lawton,Oklahoma,OK,South,73501
4754857,2021-12-16,21382456,Sean,Clarkson,sean.clarkson@datacourse.com,Male,1930-12-24,Apt. 400,856 Tate Spurs,Muskogee,Oklahoma,OK,South,74403
4966687,2021-12-17,21388693,Jessica,Clark,jessica.clark@datacourse.com,Female,1913-09-27,Apt. 681,6539 Perez Passage,Muskogee,Oklahoma,OK,South,74403
5321468,2021-12-18,21381385,Julian,Randall,julian.randall@datacourse.com,Male,1918-10-06,Suite 457,88688 Shelley Dale,Muskogee,Oklahoma,OK,South,74403
5428395,2021-12-16,21375904,Faith,Ferguson,faith.ferguson@datacourse.com,Female,1958-10-06,Suite 520,469 Christopher Field,Muskogee,Oklahoma,OK,South,74403
5497207,2021-12-16,21374896,Robert,Quinn,robert.quinn@datacourse.com,Male,1993-07-23,Suite 538,244 Baker Estate,Muskogee,Oklahoma,OK,South,74403
5504557,2021-12-17,21376345,Neil,Poole,neil.poole@datacourse.com,Male,1913-03-01,Suite 397,351 Williams Station,Muskogee,Oklahoma,OK,South,74403
5512828,2021-12-19,21377045,Evan,Parsons,evan.parsons@datacourse.com,Male,1998-01-19,Suite 375,360 Jackson Forges,Muskogee,Oklahoma,OK,South,74403
5541201,2021-12-16,21393369,Karen,Grant,karen.grant@datacourse.com,Female,1976-05-30,Suite 345,8913 Jose Overpass,Muskogee,Oklahoma,OK,South,74403
4717905,2021-12-17,21374035,Andrew,Paterson,andrew.paterson@datacourse.com,Male,1979-08-17,Apt. 639,26695 Joshua Key,Norman,Oklahoma,OK,South,73019
4892371,2021-12-13,21359979,Lily,Bell,lily.bell@datacourse.com,Female,1927-02-22,Apt. 715,20091 Jessica Ferry,Norman,Oklahoma,OK,South,73019
5236335,2021-12-20,21371074,Stewart,McGrath,stewart.mcgrath@datacourse.com,Male,1962-08-12,Suite 563,111 Andrew Center,Norman,Oklahoma,OK,South,73019
5405016,2021-12-14,21360455,Joan,Robertson,joan.robertson@datacourse.com,Female,1972-05-22,Suite 857,84752 Bailey Valley,Norman,Oklahoma,OK,South,73019
5484953,2021-12-17,21389603,Virginia,Carr,virginia.carr@datacourse.com,Female,1987-09-07,Suite 984,54327 Margaret Well,Norman,Oklahoma,OK,South,73019
5502929,2021-12-19,21393530,Liam,Cameron,liam.cameron@datacourse.com,Male,1947-02-05,Suite 873,72242 Briana Spur,Norman,Oklahoma,OK,South,73019
5509360,2021-12-18,21380832,Sarah,Bond,sarah.bond@datacourse.com,Female,1952-01-12,Suite 490,805 Shaw Trace,Norman,Oklahoma,OK,South,73019
5527177,2021-12-23,21389288,Amelia,Nash,amelia.nash@datacourse.com,Female,1949-07-12,Apt. 725,52208 Jessica Stravenue,Norman,Oklahoma,OK,South,73019
5723953,2021-12-14,21393747,Anna,Jackson,anna.jackson@datacourse.com,Female,1931-01-11,Suite 325,1806 Christopher Trace,Norman,Oklahoma,OK,South,73019
4760255,2021-12-17,21376450,Christopher,Abraham,christopher.abraham@datacourse.com,Male,1948-02-01,Apt. 934,2889 Melissa Bridge,Oklahoma City,Oklahoma,OK,South,73099
4973346,2021-12-17,21380930,Piers,Avery,piers.avery@datacourse.com,Male,1989-06-13,Apt. 791,09582 Yoder Locks,Oklahoma City,Oklahoma,OK,South,73099
5328527,2021-12-17,21389596,Sophie,Payne,sophie.payne@datacourse.com,Female,1930-03-02,Apt. 795,3850 Kirsten Glen,Oklahoma City,Oklahoma,OK,South,73099
5430937,2021-12-16,21365082,Deirdre,Hart,deirdre.hart@datacourse.com,Female,1923-11-09,Suite 370,855 Perez Plaza,Oklahoma City,Oklahoma,OK,South,73099
5498649,2021-12-16,21360399,Lauren,Wilkins,lauren.wilkins@datacourse.com,Female,1933-09-19,Apt. 293,78851 Lindsey Shores,Oklahoma City,Oklahoma,OK,South,73099
5504712,2021-12-15,21384402,Julia,Hughes,julia.hughes@datacourse.com,Female,1910-11-09,Suite 668,833 Courtney Throughway,Oklahoma City,Oklahoma,OK,South,73099
5513177,2021-12-17,21383030,Diana,Quinn,diana.quinn@datacourse.com,Female,1911-06-07,Suite 361,52926 Adam Port,Oklahoma City,Oklahoma,OK,South,73099
5542738,2021-12-15,21375778,Hannah,Avery,hannah.avery@datacourse.com,Female,1940-05-15,Apt. 722,32312 Reyes Gardens,Oklahoma City,Oklahoma,OK,South,73099
4754168,2021-12-16,21384332,Amy,Slater,amy.slater@datacourse.com,Female,1945-11-16,Suite 575,447 Robert Roads,Tulsa,Oklahoma,OK,South,74171
4965967,2021-12-24,21363507,Phil,Morrison,phil.morrison@datacourse.com,Male,1938-02-19,Apt. 541,37630 William Shores,Tulsa,Oklahoma,OK,South,74171
5320583,2021-12-31,21375162,Abigail,MacDonald,abigail.macdonald@datacourse.com,Female,1940-05-29,Suite 756,92497 Jared Pass,Tulsa,Oklahoma,OK,South,74171
5428194,2021-12-24,21365936,Amelia,Butler,amelia.butler@datacourse.com,Female,1947-10-18,Apt. 308,99712 James Way,Tulsa,Oklahoma,OK,South,74171
5497051,2021-12-26,21379257,Theresa,Paige,theresa.paige@datacourse.com,Female,1971-03-24,Apt. 910,844 Kelly Underpass,Tulsa,Oklahoma,OK,South,74171
5504518,2021-12-21,21386075,Diane,Gray,diane.gray@datacourse.com,Female,1961-12-12,Suite 614,730 Adam Vista,Tulsa,Oklahoma,OK,South,74171
5512773,2021-12-21,21393460,Christopher,Davies,christopher.davies@datacourse.com,Male,1958-09-06,Apt. 136,1881 Nielsen Rest,Tulsa,Oklahoma,OK,South,74171
5540989,2021-12-31,21362156,Wendy,Graham,wendy.graham@datacourse.com,Female,1930-04-09,Suite 974,3660 Tommy Heights,Tulsa,Oklahoma,OK,South,74171
4834200,2021-12-17,21366685,Blake,Turner,blake.turner@datacourse.com,Male,1921-01-15,Suite 414,238 Johnson Union,Eugene,Oregon,OR,West,97405
5155229,2021-12-14,21359783,Abigail,Wilkins,abigail.wilkins@datacourse.com,Female,1969-12-23,Apt. 995,39865 Pitts Hollow,Eugene,Oregon,OR,West,97405
5383347,2022-01-19,21380608,Tracey,Parsons,tracey.parsons@datacourse.com,Female,1935-04-24,Suite 328,80725 Rodriguez Highway,Eugene,Oregon,OR,West,97405
5462630,2021-12-19,21376114,Heather,Churchill,heather.churchill@datacourse.com,Female,1953-08-25,Apt. 629,255 John Shore,Eugene,Oregon,OR,West,97405
5501310,2021-12-15,21366195,Zoe,Campbell,zoe.campbell@datacourse.com,Female,1976-09-19,Suite 017,526 Roman Radial,Eugene,Oregon,OR,West,97405
5507083,2021-12-17,21373867,Pippa,Robertson,pippa.robertson@datacourse.com,Female,1990-05-07,Apt. 311,18031 Hernandez Square,Eugene,Oregon,OR,West,97405
5518269,2021-12-19,21369695,Grace,Black,grace.black@datacourse.com,Female,1945-07-06,Apt. 199,06505 Tina Glen,Eugene,Oregon,OR,West,97405
5591671,2021-12-21,21393334,Tim,White,tim.white@datacourse.com,Male,1923-04-29,Apt. 290,18110 Christopher Prairie,Eugene,Oregon,OR,West,97405
4786103,2021-12-16,21368015,Felicity,Hodges,felicity.hodges@datacourse.com,Female,1958-11-14,Apt. 943,40860 Heather Mews,Gresham,Oregon,OR,West,97233
5051753,2021-12-18,21378382,Una,MacDonald,una.macdonald@datacourse.com,Female,1934-08-10,Suite 177,6408 Natasha Drives,Gresham,Oregon,OR,West,97233
5366730,2021-12-16,21371704,Nicholas,Clark,nicholas.clark@datacourse.com,Male,2000-04-05,Suite 780,03128 Lawrence Cliffs,Gresham,Oregon,OR,West,97233
5442558,2021-12-19,21367868,Karen,Buckland,karen.buckland@datacourse.com,Female,2000-06-26,Apt. 602,6946 Barbara Forge,Gresham,Oregon,OR,West,97233
5500157,2021-12-16,21390338,Audrey,Gibson,audrey.gibson@datacourse.com,Female,1997-03-26,Apt. 040,3007 Graham Stream,Gresham,Oregon,OR,West,97233
5505572,2021-12-17,21366720,John,Grant,john.grant@datacourse.com,Male,1944-09-18,Apt. 141,888 Jackson Row,Gresham,Oregon,OR,West,97233
5514907,2021-12-15,21364452,Angela,Campbell,angela.campbell@datacourse.com,Female,1986-08-16,Apt. 610,212 Andrews Parkway,Gresham,Oregon,OR,West,97233
5553092,2021-12-26,21371473,Stewart,Welch,stewart.welch@datacourse.com,Male,1926-02-28,Apt. 328,87603 Williams Burgs,Gresham,Oregon,OR,West,97233
4842730,2021-12-17,21360511,Evan,King,evan.king@datacourse.com,Male,1924-01-20,Suite 475,7317 Brown Green,Hillsboro,Oregon,OR,West,97006
5163680,2021-12-18,21358964,Christian,Metcalfe,christian.metcalfe@datacourse.com,Male,1937-06-30,Apt. 927,5840 Madeline Hills,Hillsboro,Oregon,OR,West,97006
5385535,2021-12-17,21380440,Kevin,Wright,kevin.wright@datacourse.com,Male,1954-11-01,Apt. 065,591 Kristen Shoals,Hillsboro,Oregon,OR,West,97006
5466129,2021-12-16,21387286,Dominic,Nolan,dominic.nolan@datacourse.com,Male,1939-04-26,Apt. 742,18746 Salas Unions,Hillsboro,Oregon,OR,West,97006
5501560,2021-12-15,21381273,Angela,Mitchell,angela.mitchell@datacourse.com,Female,1974-09-21,Apt. 584,6676 Burke Forest,Hillsboro,Oregon,OR,West,97006
5507316,2021-12-17,21383520,Adam,Payne,adam.payne@datacourse.com,Male,1914-07-17,Apt. 553,61960 Foster Branch,Hillsboro,Oregon,OR,West,97006
5519788,2021-12-22,21393488,James,Vance,james.vance@datacourse.com,Male,1914-08-30,Suite 559,6962 Mark Cove,Hillsboro,Oregon,OR,West,97006
5600399,2021-12-19,21383555,Nicola,Hill,nicola.hill@datacourse.com,Female,1985-03-17,Suite 399,51418 Joshua Ville,Hillsboro,Oregon,OR,West,97006
4757268,2021-12-16,21362968,Jessica,Parsons,jessica.parsons@datacourse.com,Female,1948-08-10,Apt. 545,21278 Jeffrey Club,Medford,Oregon,OR,West,97504
4970085,2021-12-16,21375799,Justin,Kerr,justin.kerr@datacourse.com,Male,1946-06-25,Suite 321,04317 Kyle Keys,Medford,Oregon,OR,West,97504
5323545,2021-12-16,21379271,Natalie,Scott,natalie.scott@datacourse.com,Female,1923-09-16,Apt. 206,004 Alison Meadow,Medford,Oregon,OR,West,97504
5429822,2021-12-14,21361099,Phil,Miller,phil.miller@datacourse.com,Male,1955-01-02,Apt. 049,156 Charles Estates,Medford,Oregon,OR,West,97504
5497963,2021-12-20,21367847,Joseph,Hunter,joseph.hunter@datacourse.com,Male,1910-01-10,Apt. 075,010 Diaz Key,Medford,Oregon,OR,West,97504
5504649,2021-12-16,21382764,Thomas,Nash,thomas.nash@datacourse.com,Male,1921-05-03,Suite 401,8176 Michelle Drive,Medford,Oregon,OR,West,97504
5512980,2021-12-18,21388245,Paul,Marshall,paul.marshall@datacourse.com,Male,1997-08-05,Apt. 176,5985 Gary Extensions,Medford,Oregon,OR,West,97504
5542061,2021-12-18,21387720,Connor,Langdon,connor.langdon@datacourse.com,Male,1914-09-26,Apt. 175,220 Blake Loaf,Medford,Oregon,OR,West,97504
4697213,2021-12-15,21376828,Simon,Vaughan,simon.vaughan@datacourse.com,Male,1947-02-01,Apt. 965,30074 Carpenter Path,Portland,Oregon,OR,West,97227
4866090,2021-12-16,21358957,Sophie,Oliver,sophie.oliver@datacourse.com,Female,1971-03-14,Apt. 189,170 Brewer Knoll,Portland,Oregon,OR,West,97227
5199461,2021-12-14,21359993,Austin,Turner,austin.turner@datacourse.com,Male,1947-02-17,Apt. 589,292 Gabriel Views,Portland,Oregon,OR,West,97227
5393649,2021-12-13,21372495,Carolyn,Peters,carolyn.peters@datacourse.com,Female,1917-04-28,Suite 014,7123 Ramirez Square,Portland,Oregon,OR,West,97227
5476205,2021-12-16,21372306,Anthony,Rees,anthony.rees@datacourse.com,Male,1910-09-12,Apt. 134,88815 Berry Common,Portland,Oregon,OR,West,97227
5502207,2021-12-16,21366790,Emily,Cameron,emily.cameron@datacourse.com,Female,1984-06-28,Apt. 695,3540 Alexis Ramp,Portland,Oregon,OR,West,97227
5508081,2021-12-13,21386894,Nathan,Mills,nathan.mills@datacourse.com,Male,1971-06-27,Suite 597,1305 Cory Motorway,Portland,Oregon,OR,West,97227
5522913,2021-12-20,21367455,Jane,Edmunds,jane.edmunds@datacourse.com,Female,1957-03-30,Apt. 107,46170 Dennis Prairie,Portland,Oregon,OR,West,97227
5639624,2021-12-16,21362569,Joanne,Buckland,joanne.buckland@datacourse.com,Female,1936-05-15,Suite 036,8516 Smith Village,Portland,Oregon,OR,West,97227
4754483,2021-12-16,21387888,Dylan,Quinn,dylan.quinn@datacourse.com,Male,1924-03-21,Suite 280,11631 Patel Center,Redmond,Oregon,OR,West,98052
4966013,2021-12-25,21382386,James,Hemmings,james.hemmings@datacourse.com,Male,1987-02-11,Apt. 556,3941 Riley Estate,Redmond,Oregon,OR,West,98052
5320587,2022-02-04,21384122,Warren,Harris,warren.harris@datacourse.com,Male,1981-12-21,Suite 918,0074 Hall Park,Redmond,Oregon,OR,West,98052
5428249,2021-12-17,21361218,Steven,MacDonald,steven.macdonald@datacourse.com,Male,1994-04-13,Suite 104,1073 Nash Mills,Redmond,Oregon,OR,West,98052
5497093,2021-12-17,21374749,Maria,Piper,maria.piper@datacourse.com,Female,1949-04-09,Suite 234,68440 Wang Island,Redmond,Oregon,OR,West,98052
5504531,2021-12-15,21386943,Caroline,Skinner,caroline.skinner@datacourse.com,Female,1957-03-15,Suite 786,8799 Tina Springs,Redmond,Oregon,OR,West,98052
5512803,2021-12-17,21374868,Adrian,Sutherland,adrian.sutherland@datacourse.com,Male,1928-11-24,Suite 136,8382 Chris Roads,Redmond,Oregon,OR,West,98052
5541026,2021-12-29,21365621,Stephanie,Abraham,stephanie.abraham@datacourse.com,Female,1956-05-24,Suite 982,199 Cox Isle,Redmond,Oregon,OR,West,98052
